x,y
0.24900,0.06387
0.25000,0.06437
0.25100,0.06487
0.25200,0.06537
0.25300,0.06588
0.25400,0.06638
0.25500,0.06689
0.25600,0.06740
0.25700,0.06791
0.25800,0.06843
0.25900,0.06894
0.26000,0.06946
0.26100,0.06998
0.26200,0.07050
0.26300,0.07103
0.26400,0.07155
0.26500,0.07208
0.26600,0.07261
0.26700,0.07314
0.26800,0.07368
0.26900,0.07421
0.27000,0.07475
0.27100,0.07529
0.27200,0.07583
0.27300,0.07638
0.27400,0.07692
0.27500,0.07747
0.27600,0.07802
0.27700,0.07857
0.27800,0.07913
0.27900,0.07968
0.28000,0.08024
0.28100,0.08080
0.28200,0.08136
0.28300,0.08193
0.28400,0.08249
0.28500,0.08306
0.28600,0.08363
0.28700,0.08420
0.28800,0.08477
0.28900,0.08535
0.29000,0.08593
0.29100,0.08651
0.29200,0.08709
0.29300,0.08767
0.29400,0.08826
0.29500,0.08885
0.29600,0.08944
0.29700,0.09003
0.29800,0.09062
0.29900,0.09122
0.30000,0.09182
0.30100,0.09242
0.30200,0.09302
0.30300,0.09362
0.30400,0.09423
0.30500,0.09484
0.30600,0.09545
0.30700,0.09606
0.30800,0.09667
0.30900,0.09729
0.31000,0.09790
0.31100,0.09852
0.31200,0.09915
0.31300,0.09977
0.31400,0.10040
0.31500,0.10102
0.31600,0.10165
0.31700,0.10228
0.31800,0.10292
0.31900,0.10355
0.32000,0.10419
0.32100,0.10483
0.32200,0.10547
0.32300,0.10612
0.32400,0.10676
0.32500,0.10741
0.32600,0.10806
0.32700,0.10871
0.32800,0.10937
0.32900,0.11002
0.33000,0.11068
0.33100,0.11134
0.33200,0.11200
0.33300,0.11266
0.33400,0.11333
0.33500,0.11400
0.33600,0.11467
0.33700,0.11534
0.33800,0.11601
0.33900,0.11669
0.34000,0.11737
0.34100,0.11804
0.34200,0.11873
0.34300,0.11941
0.34400,0.12010
0.34500,0.12078
0.34600,0.12147
0.34700,0.12216
0.34800,0.12286
0.34900,0.12355
0.35000,0.12425
0.35100,0.12495
0.35200,0.12565
0.35300,0.12636
0.35400,0.12706
0.35500,0.12777
0.35600,0.12848
0.35700,0.12919
0.35800,0.12990
0.35900,0.13062
0.36000,0.13134
0.36100,0.13206
0.36200,0.13278
0.36300,0.13350
0.36400,0.13423
0.36500,0.13496
0.36600,0.13568
0.36700,0.13642
0.36800,0.13715
0.36900,0.13789
0.37000,0.13862
0.37100,0.13936
0.37200,0.14010
0.37300,0.14085
0.37400,0.14159
0.37500,0.14234
0.37600,0.14309
0.37700,0.14384
0.37800,0.14459
0.37900,0.14535
0.38000,0.14611
0.38100,0.14687
0.38200,0.14763
0.38300,0.14839
0.38400,0.14916
0.38500,0.14993
0.38600,0.15069
0.38700,0.15147
0.38800,0.15224
0.38900,0.15301
0.39000,0.15379
0.39100,0.15457
0.39200,0.15535
0.39300,0.15614
0.39400,0.15692
0.39500,0.15771
0.39600,0.15850
0.39700,0.15929
0.39800,0.16008
0.39900,0.16088
0.40000,0.16168
0.40100,0.16248
0.40200,0.16328
0.40300,0.16408
0.40400,0.16489
0.40500,0.16569
0.40600,0.16650
0.40700,0.16731
0.40800,0.16813
0.40900,0.16894
0.41000,0.16976
0.41100,0.17058
0.41200,0.17140
0.41300,0.17222
0.41400,0.17305
0.41500,0.17388
0.41600,0.17471
0.41700,0.17554
0.41800,0.17637
0.41900,0.17721
0.42000,0.17804
0.42100,0.17888
0.42200,0.17972
0.42300,0.18057
0.42400,0.18141
0.42500,0.18226
0.42600,0.18311
0.42700,0.18396
0.42800,0.18481
0.42900,0.18567
0.43000,0.18653
0.43100,0.18739
0.43200,0.18825
0.43300,0.18911
0.43400,0.18998
0.43500,0.19084
0.43600,0.19171
0.43700,0.19258
0.43800,0.19346
0.43900,0.19433
0.44000,0.19521
0.44100,0.19609
0.44200,0.19697
0.44300,0.19785
0.44400,0.19874
0.44500,0.19963
0.44600,0.20051
0.44700,0.20141
0.44800,0.20230
0.44900,0.20319
0.45000,0.20409
0.45100,0.20499
0.45200,0.20589
0.45300,0.20680
0.45400,0.20770
0.45500,0.20861
0.45600,0.20952
0.45700,0.21043
0.45800,0.21134
0.45900,0.21226
0.46000,0.21317
0.46100,0.21409
0.46200,0.21501
0.46300,0.21594
0.46400,0.21686
0.46500,0.21779
0.46600,0.21872
0.46700,0.21965
0.46800,0.22058
0.46900,0.22152
0.47000,0.22246
0.47100,0.22339
0.47200,0.22434
0.47300,0.22528
0.47400,0.22622
0.47500,0.22717
0.47600,0.22812
0.47700,0.22907
0.47800,0.23002
0.47900,0.23098
0.48000,0.23194
0.48100,0.23290
0.48200,0.23386
0.48300,0.23482
0.48400,0.23578
0.48500,0.23675
0.48600,0.23772
0.48700,0.23869
0.48800,0.23966
0.48900,0.24064
0.49000,0.24162
0.49100,0.24260
0.49200,0.24358
0.49300,0.24456
0.49400,0.24554
0.49500,0.24653
0.49600,0.24752
0.49700,0.24851
0.49800,0.24950
0.49900,0.25050
0.50000,0.25150
0.50100,0.25250
0.50200,0.25350
0.50300,0.25450
0.50400,0.25550
0.50500,0.25651
0.50600,0.25752
0.50700,0.25853
0.50800,0.25954
0.50900,0.26056
0.51000,0.26158
0.51100,0.26260
0.51200,0.26362
0.51300,0.26464
0.51400,0.26566
0.51500,0.26669
0.51600,0.26772
0.51700,0.26875
0.51800,0.26978
0.51900,0.27082
0.52000,0.27186
0.52100,0.27290
0.52200,0.27394
0.52300,0.27498
0.52400,0.27602
0.52500,0.27707
0.52600,0.27812
0.52700,0.27917
0.52800,0.28022
0.52900,0.28128
0.53000,0.28234
0.53100,0.28339
0.53200,0.28446
0.53300,0.28552
0.53400,0.28658
0.53500,0.28765
0.53600,0.28872
0.53700,0.28979
0.53800,0.29086
0.53900,0.29194
0.54000,0.29301
0.54100,0.29409
0.54200,0.29517
0.54300,0.29626
0.54400,0.29734
0.54500,0.29843
0.54600,0.29952
0.54700,0.30061
0.54800,0.30170
0.54900,0.30280
0.55000,0.30389
0.55100,0.30499
0.55200,0.30609
0.55300,0.30719
0.55400,0.30830
0.55500,0.30941
0.55600,0.31051
0.55700,0.31163
0.55800,0.31274
0.55900,0.31385
0.56000,0.31497
0.56100,0.31609
0.56200,0.31721
0.56300,0.31833
0.56400,0.31946
0.56500,0.32058
0.56600,0.32171
0.56700,0.32284
0.56800,0.32398
0.56900,0.32511
0.57000,0.32625
0.57100,0.32739
0.57200,0.32853
0.57300,0.32967
0.57400,0.33081
0.57500,0.33196
0.57600,0.33311
0.57700,0.33426
0.57800,0.33541
0.57900,0.33657
0.58000,0.33772
0.58100,0.33888
0.58200,0.34004
0.58300,0.34121
0.58400,0.34237
0.58500,0.34354
0.58600,0.34471
0.58700,0.34588
0.58800,0.34705
0.58900,0.34822
0.59000,0.34940
0.59100,0.35058
0.59200,0.35176
0.59300,0.35294
0.59400,0.35413
0.59500,0.35531
0.59600,0.35650
0.59700,0.35769
0.59800,0.35889
0.59900,0.36008
0.60000,0.36128
0.60100,0.36248
0.60200,0.36368
0.60300,0.36488
0.60400,0.36608
0.60500,0.36729
0.60600,0.36850
0.60700,0.36971
0.60800,0.37092
0.60900,0.37214
0.61000,0.37335
0.61100,0.37457
0.61200,0.37579
0.61300,0.37701
0.61400,0.37824
0.61500,0.37947
0.61600,0.38069
0.61700,0.38193
0.61800,0.38316
0.61900,0.38439
0.62000,0.38563
0.62100,0.38687
0.62200,0.38811
0.62300,0.38935
0.62400,0.39059
0.62500,0.39184
0.62600,0.39309
0.62700,0.39434
0.62800,0.39559
0.62900,0.39685
0.63000,0.39810
0.63100,0.39936
0.63200,0.40062
0.63300,0.40189
0.63400,0.40315
0.63500,0.40442
0.63600,0.40568
0.63700,0.40696
0.63800,0.40823
0.63900,0.40950
0.64000,0.41078
0.64100,0.41206
0.64200,0.41334
0.64300,0.41462
0.64400,0.41590
0.64500,0.41719
0.64600,0.41848
0.64700,0.41977
0.64800,0.42106
0.64900,0.42236
0.65000,0.42365
0.65100,0.42495
0.65200,0.42625
0.65300,0.42755
0.65400,0.42886
0.65500,0.43016
0.65600,0.43147
0.65700,0.43278
0.65800,0.43410
0.65900,0.43541
0.66000,0.43673
0.66100,0.43804
0.66200,0.43937
0.66300,0.44069
0.66400,0.44201
0.66500,0.44334
0.66600,0.44467
0.66700,0.44600
0.66800,0.44733
0.66900,0.44866
0.67000,0.45000
0.67100,0.45134
0.67200,0.45268
0.67300,0.45402
0.67400,0.45537
0.67500,0.45671
0.67600,0.45806
0.67700,0.45941
0.67800,0.46076
0.67900,0.46212
0.68000,0.46347
0.68100,0.46483
0.68200,0.46619
0.68300,0.46755
0.68400,0.46892
0.68500,0.47028
0.68600,0.47165
0.68700,0.47302
0.68800,0.47440
0.68900,0.47577
0.69000,0.47715
0.69100,0.47852
0.69200,0.47990
0.69300,0.48129
0.69400,0.48267
0.69500,0.48406
0.69600,0.48545
0.69700,0.48684
0.69800,0.48823
0.69900,0.48962
0.70000,0.49102
0.70100,0.49242
0.70200,0.49382
0.70300,0.49522
0.70400,0.49662
0.70500,0.49803
0.70600,0.49944
0.70700,0.50085
0.70800,0.50226
0.70900,0.50367
0.71000,0.50509
0.71100,0.50651
0.71200,0.50793
0.71300,0.50935
0.71400,0.51077
0.71500,0.51220
0.71600,0.51363
0.71700,0.51506
0.71800,0.51649
0.71900,0.51793
0.72000,0.51936
0.72100,0.52080
0.72200,0.52224
0.72300,0.52368
0.72400,0.52513
0.72500,0.52657
0.72600,0.52802
0.72700,0.52947
0.72800,0.53092
0.72900,0.53238
0.73000,0.53383
0.73100,0.53529
0.73200,0.53675
0.73300,0.53821
0.73400,0.53968
0.73500,0.54114
0.73600,0.54261
0.73700,0.54408
0.73800,0.54555
0.73900,0.54703
0.74000,0.54850
0.74100,0.54998
0.74200,0.55146
0.74300,0.55294
0.74400,0.55443
0.74500,0.55591
0.74600,0.55740
0.74700,0.55889
0.74800,0.56038
0.74900,0.56188
0.75000,0.56337
0.75100,0.56487
0.75200,0.56637
0.75300,0.56787
0.75400,0.56938
0.75500,0.57088
0.75600,0.57239
0.75700,0.57390
0.75800,0.57541
0.75900,0.57693
0.76000,0.57844
0.76100,0.57996
0.76200,0.58148
0.76300,0.58300
0.76400,0.58453
0.76500,0.58605
0.76600,0.58758
0.76700,0.58911
0.76800,0.59064
0.76900,0.59218
0.77000,0.59371
0.77100,0.59525
0.77200,0.59679
0.77300,0.59833
0.77400,0.59988
0.77500,0.60142
0.77600,0.60297
0.77700,0.60452
0.77800,0.60607
0.77900,0.60763
0.78000,0.60918
0.78100,0.61074
0.78200,0.61230
0.78300,0.61386
0.78400,0.61543
0.78500,0.61699
0.78600,0.61856
0.78700,0.62013
0.78800,0.62170
0.78900,0.62327
0.79000,0.62485
0.79100,0.62643
0.79200,0.62801
0.79300,0.62959
0.79400,0.63117
0.79500,0.63276
0.79600,0.63435
0.79700,0.63594
0.79800,0.63753
0.79900,0.63912
0.80000,0.64072
