x,y,y'
0.47800,0.52319,0.46164587
0.47900,0.52505,0.4626214
0.48000,0.52690,0.4635968
0.48100,0.52876,0.4645724
0.48200,0.53061,0.46554783
0.48300,0.53247,0.4665233
0.48400,0.53432,0.4674988
0.48500,0.53618,0.46847424
0.48600,0.53803,0.4694498
0.48700,0.53989,0.47042528
0.48800,0.54174,0.47140074
0.48900,0.54360,0.47237623
0.49000,0.54545,0.47335163
0.49100,0.45455,0.47432712
0.49200,0.45455,0.4753026
0.49300,0.45455,0.47627813
0.49400,0.45455,0.47725347
0.49500,0.45455,0.47822908
0.49600,0.45455,0.47920462
0.49700,0.45455,0.48017997
0.49800,0.45455,0.4811556
0.49900,0.45455,0.48213103
0.50000,0.45455,0.48310646
0.50100,0.45455,0.484082
0.50200,0.45455,0.4850575
0.50300,0.45455,0.48603293
0.50400,0.45455,0.48700836
0.50500,0.45455,0.4879839
0.50600,0.45455,0.48895934
0.50700,0.45455,0.48993477
0.50800,0.45455,0.49091032
0.50900,0.45455,0.4918858
0.51000,0.45455,0.49286142
0.51100,0.45455,0.49383685
0.51200,0.45455,0.4948124
0.51300,0.45455,0.49578774
0.51400,0.45455,0.49676323
0.51500,0.45455,0.4977387
0.51600,0.45455,0.49871418
0.51700,0.45455,0.49968964
0.51800,0.45455,0.5006651
0.51900,0.45455,0.5016407
0.52000,0.45455,0.50261617
0.52100,0.45455,0.5035916
0.52200,0.45455,0.5045672
0.52300,0.45455,0.5055426
0.52400,0.45455,0.506518
0.52500,0.45455,0.5074934
0.52600,0.45455,0.5084689
0.52700,0.45455,0.5094444
0.52800,0.45455,0.51041996
0.52900,0.45455,0.5113954
0.53000,0.45455,0.5123708
0.53100,0.45455,0.5133464
0.53200,0.45455,0.5143219
0.53300,0.45455,0.5152975
0.53400,0.45455,0.51627284
0.53500,0.45455,0.51724833
0.53600,0.45455,0.51822376
0.53700,0.45455,0.5191993
0.53800,0.45455,0.52017486
0.53900,0.45455,0.5211502
0.54000,0.54731,0.52212566
0.54100,0.54917,0.52310115
0.54200,0.55102,0.52407664
0.54300,0.55288,0.5250522
0.54400,0.55473,0.5260276
0.54500,0.55659,0.5270031
0.54600,0.55844,0.5279786
0.54700,0.56030,0.5289541
0.54800,0.56215,0.52992964
0.54900,0.56401,0.5309053
0.55000,0.56586,0.5318807
0.55100,0.56772,0.532856
0.55200,0.56957,0.5338314
0.55300,0.57143,0.5348069
0.55400,0.57328,0.53578264
0.55500,0.57514,0.536758
0.55600,0.57699,0.5377334
0.55700,0.57885,0.5387089
0.55800,0.58071,0.53968453
0.55900,0.58256,0.54065996
0.56000,0.58442,0.54163545
0.56100,0.58627,0.5426109
0.56200,0.58813,0.5435863
0.56300,0.58998,0.5445619
0.56400,0.59184,0.5455373
0.56500,0.59369,0.54651266
0.56600,0.59555,0.5474883
0.56700,0.59740,0.5484637
0.56800,0.59926,0.54943925
0.56900,0.60111,0.55041456
0.57000,0.60297,0.5513901
0.57100,0.60482,0.55236554
0.57200,0.60668,0.55334115
0.57300,0.60853,0.55431664
0.57400,0.61039,0.5552921
0.57500,0.61224,0.5562677
0.57600,0.61410,0.55724305
0.57700,0.61596,0.5582185
0.57800,0.61781,0.5591939
0.57900,0.61967,0.56016964
0.58000,0.62152,0.56114495
0.58100,0.62338,0.5621204
0.58200,0.62523,0.563096
0.58300,0.62709,0.56407136
0.58400,0.62894,0.5650469
0.58500,0.63080,0.5660224
0.58600,0.63265,0.56699795
0.58700,0.63451,0.5679732
0.58800,0.63636,0.56894875
0.58900,0.54545,0.5699244
0.59000,0.54545,0.5708999
0.59100,0.54545,0.5718753
0.59200,0.54545,0.5728509
0.59300,0.54545,0.57382625
0.59400,0.54545,0.5748016
0.59500,0.54545,0.57577723
0.59600,0.54545,0.5767526
0.59700,0.54545,0.5777283
0.59800,0.54545,0.5787038
0.59900,0.54545,0.5796791
0.60000,0.54545,0.5806547
0.60100,0.54545,0.5816302
0.60200,0.54545,0.58260554
0.60300,0.54545,0.5835809
0.60400,0.54545,0.58455646
0.60500,0.54545,0.585532
0.60600,0.54545,0.5865075
0.60700,0.54545,0.587483
0.60800,0.54545,0.5884585
0.60900,0.54545,0.5894341
0.61000,0.54545,0.59040993
0.61100,0.54545,0.5913856
0.61200,0.54545,0.5923614
0.61300,0.54545,0.5933375
0.61400,0.54545,0.59431344
0.61500,0.54545,0.59528935
0.61600,0.54545,0.59626514
0.61700,0.54545,0.59724116
0.61800,0.54545,0.5982172
0.61900,0.54545,0.59919304
0.62000,0.54545,0.6001692
0.62100,0.54545,0.60114485
0.62200,0.54545,0.6021209
0.62300,0.54545,0.603097
0.62400,0.54545,0.6040734
0.62500,0.54545,0.6050498
0.62600,0.54545,0.60602576
0.62700,0.54545,0.6070021
0.62800,0.54545,0.6079783
0.62900,0.54545,0.6089545
0.63000,0.54545,0.6099308
0.63100,0.54545,0.610907
0.63200,0.54545,0.61188334
0.63300,0.54545,0.61285955
0.63400,0.54545,0.61383575
0.63500,0.54545,0.61481184
0.63600,0.54545,0.61578816
0.63700,0.54545,0.6167646
0.63800,0.63822,0.617741
0.63900,0.64007,0.6187172
0.64000,0.64193,0.61969364
0.64100,0.64378,0.6206699
0.64200,0.64564,0.62164634
0.64300,0.64750,0.62262255
0.64400,0.64935,0.623599
0.64500,0.65121,0.6245751
0.64600,0.65306,0.6255515
0.64700,0.65492,0.62652797
0.64800,0.65677,0.6275043
0.64900,0.65863,0.62848055
0.65000,0.66048,0.62945694
0.65100,0.66234,0.6304334
0.65200,0.66419,0.6314097
0.65300,0.66605,0.6323858
0.65400,0.66790,0.6333622
0.65500,0.66976,0.63433856
0.65600,0.67161,0.635315
0.65700,0.67347,0.6362912
0.65800,0.67532,0.63726753
0.65900,0.67718,0.63824385
0.66000,0.67904,0.6392203
0.66100,0.68089,0.6401967
0.66200,0.68275,0.641173
0.66300,0.68460,0.64214915
0.66400,0.68646,0.6431255
0.66500,0.68831,0.6441018
0.66600,0.69017,0.6450781
0.66700,0.69202,0.64605445
0.66800,0.69388,0.6470309
0.66900,0.69573,0.64800704
0.67000,0.69759,0.64898354
0.67100,0.69944,0.6499588
0.67200,0.70130,0.65093225
0.67300,0.70315,0.65190285
0.67400,0.70501,0.6528732
0.67500,0.70686,0.6538437
0.67600,0.70872,0.6548142
0.67700,0.71058,0.65578455
0.67800,0.71243,0.6567549
0.67900,0.71429,0.65772545
0.68000,0.71614,0.6586958
0.68100,0.71800,0.6596663
0.68200,0.71985,0.6606367
0.68300,0.72171,0.6616072
0.68400,0.72356,0.66257757
0.68500,0.72542,0.66354805
0.68600,0.72727,0.6645184
0.68700,0.63636,0.6654887
0.68800,0.63636,0.6664564
0.68900,0.63636,0.667424
0.69000,0.63636,0.6683915
0.69100,0.63636,0.6693587
0.69200,0.63636,0.6703258
0.69300,0.63636,0.67129284
0.69400,0.63636,0.67225987
0.69500,0.63636,0.6732269
0.69600,0.63636,0.67419386
0.69700,0.63636,0.6751613
0.69800,0.63636,0.67612827
0.69900,0.63636,0.6770951
0.70000,0.63636,0.67806226
0.70100,0.63636,0.67902917
0.70200,0.63636,0.6799963
0.70300,0.63636,0.68096346
0.70400,0.63636,0.68193036
0.70500,0.63636,0.6828974
0.70600,0.63636,0.68386453
0.70700,0.63636,0.6848318
0.70800,0.63636,0.6857987
0.70900,0.63636,0.68676573
0.71000,0.63636,0.6877328
0.71100,0.63636,0.6887
0.71200,0.63636,0.68966705
0.71300,0.63636,0.6906343
0.71400,0.63636,0.6916012
0.71500,0.63636,0.69256836
0.71600,0.63636,0.6935355
0.71700,0.63636,0.6945025
0.71800,0.63636,0.6954698
0.71900,0.63636,0.6964368
0.72000,0.63636,0.6974043
0.72100,0.63636,0.6983715
0.72200,0.63636,0.6993385
0.72300,0.63636,0.7003059
0.72400,0.63636,0.7012729
0.72500,0.63636,0.70224017
0.72600,0.63636,0.70320743
0.72700,0.63636,0.7041748
0.72800,0.63636,0.70514196
0.72900,0.63636,0.7061091
0.73000,0.63636,0.7070764
0.73100,0.63636,0.7080437
0.73200,0.63636,0.709011
0.73300,0.63636,0.70997816
0.73400,0.63636,0.7109452
0.73500,0.63636,0.7119126
0.73600,0.72913,0.7128796
0.73700,0.73098,0.713847
0.73800,0.73284,0.7148141
0.73900,0.73469,0.7157814
0.74000,0.73655,0.7167488
0.74100,0.73840,0.7177158
0.74200,0.74026,0.7186835
0.74300,0.74212,0.7196503
0.74400,0.74397,0.7206176
0.74500,0.74583,0.72158474
0.74600,0.74768,0.722552
0.74700,0.74954,0.72351927
0.74800,0.75139,0.72448653
0.74900,0.75325,0.7254538
0.75000,0.75510,0.72642094
0.75100,0.75696,0.72738814
0.75200,0.75881,0.72835547
0.75300,0.76067,0.72932273
0.75400,0.76252,0.7302899
0.75500,0.76438,0.7312572
0.75600,0.76623,0.7322242
0.75700,0.76809,0.7331918
0.75800,0.76994,0.7341588
0.75900,0.77180,0.73512596
0.76000,0.77365,0.7360932
0.76100,0.77551,0.7370604
0.76200,0.77737,0.73802775
0.76300,0.77922,0.73899496
0.76400,0.78108,0.73996204
0.76500,0.78293,0.7409294
0.76600,0.78479,0.7418967
0.76700,0.78664,0.7428639
0.76800,0.78850,0.7438312
0.76900,0.79035,0.74479836
0.77000,0.79221,0.7457654
0.77100,0.79406,0.74673283
0.77200,0.79592,0.7477001
0.77300,0.79777,0.7486673
0.77400,0.79963,0.74963456
0.77500,0.80148,0.7506018
0.77600,0.80334,0.751569
0.77700,0.80519,0.75253624
0.77800,0.80705,0.7535034
0.77900,0.80891,0.75447065
0.78000,0.81076,0.7554379
0.78100,0.81262,0.756405
0.78200,0.81447,0.7573723
0.78300,0.81633,0.7583395
0.78400,0.81818,0.7593066
0.78500,0.72727,0.7602741
0.78600,0.72727,0.76124126
0.78700,0.72727,0.7622084
0.78800,0.72727,0.7631756
0.78900,0.72727,0.7641428
0.79000,0.72727,0.7651099
0.79100,0.72727,0.7660772
0.79200,0.72727,0.76704437
0.79300,0.72727,0.76801175
0.79400,0.72727,0.7689789
0.79500,0.72727,0.76994616
0.79600,0.72727,0.7709133
0.79700,0.72727,0.77188057
0.79800,0.72727,0.7728476
0.79900,0.72727,0.773815
0.80000,0.72727,0.7747822
0.80100,0.72727,0.7757492
0.80200,0.72727,0.7767164
0.80300,0.72727,0.7776839
0.80400,0.72727,0.778651
0.80500,0.72727,0.7796182
0.80600,0.72727,0.78058547
0.80700,0.72727,0.7815525
0.80800,0.72727,0.78252
0.80900,0.72727,0.7834869
0.81000,0.72727,0.7844544
0.81100,0.72727,0.78542113
0.81200,0.72727,0.78638846
0.81300,0.72727,0.7873555
0.81400,0.72727,0.78832215
0.81500,0.72727,0.78928846
0.81600,0.72727,0.79025465
0.81700,0.72727,0.7912211
0.81800,0.72727,0.7921876
0.81900,0.72727,0.79315364
0.82000,0.72727,0.79411954
0.82100,0.72727,0.7950854
0.82200,0.72727,0.79605
0.82300,0.72727,0.79701203
0.82400,0.72727,0.79797393
0.82500,0.72727,0.79893607
0.82600,0.72727,0.7998977
0.82700,0.72727,0.8008598
0.82800,0.72727,0.80182177
0.82900,0.72727,0.8027838
0.83000,0.72727,0.8037456
0.83100,0.72727,0.80470675
0.83200,0.72727,0.80566734
0.83300,0.72727,0.8066282
0.83400,0.82004,0.8075879
0.83500,0.82189,0.80854803
0.83600,0.82375,0.80950725
0.83700,0.82560,0.81046593
0.83800,0.82746,0.8114236
0.83900,0.82931,0.8123816
0.84000,0.83117,0.8133394
0.84100,0.83302,0.8142968
0.84200,0.83488,0.81525373
0.84300,0.83673,0.81621057
0.84400,0.83859,0.8171678
0.84500,0.84045,0.818125
0.84600,0.84230,0.8190822
0.84700,0.84416,0.8200384
0.84800,0.84601,0.8209941
0.84900,0.84787,0.8219497
0.85000,0.84972,0.82290477
0.85100,0.85158,0.8238594
0.85200,0.85343,0.8248133
0.85300,0.85529,0.82576734
0.85400,0.85714,0.8267209
0.85500,0.85900,0.8276751
0.85600,0.86085,0.8286286
0.85700,0.86271,0.8295826
0.85800,0.86456,0.83053595
0.85900,0.86642,0.83148766
0.86000,0.86827,0.83243793
0.86100,0.87013,0.8333878
0.86200,0.87199,0.8343378
0.86300,0.87384,0.83528763
0.86400,0.87570,0.8362374
0.86500,0.87755,0.83718705
0.86600,0.87941,0.8381356
0.86700,0.88126,0.83908385
0.86800,0.88312,0.84003174
0.86900,0.88497,0.8409801
0.87000,0.88683,0.8419282
0.87100,0.88868,0.8428765
0.87200,0.89054,0.84382457
0.87300,0.89239,0.84477264
0.87400,0.89425,0.84572035
0.87500,0.89610,0.84666866
