x,y
./sub_dataset/163.csv,.78108
./sub_dataset/164.csv,.78293
./sub_dataset/165.csv,.78479
./sub_dataset/166.csv,.78664
./sub_dataset/167.csv,.78850
./sub_dataset/168.csv,.79035
./sub_dataset/169.csv,.79221
./sub_dataset/170.csv,.79406
./sub_dataset/171.csv,.79592
./sub_dataset/172.csv,.79777
./sub_dataset/173.csv,.79963
./sub_dataset/174.csv,.80148
./sub_dataset/175.csv,.80334
./sub_dataset/176.csv,.80519
./sub_dataset/177.csv,.80705
./sub_dataset/178.csv,.80891
./sub_dataset/179.csv,.81076
./sub_dataset/180.csv,.81262
./sub_dataset/181.csv,.81447
./sub_dataset/182.csv,.81633
./sub_dataset/183.csv,.81818
./sub_dataset/184.csv,.72727
./sub_dataset/185.csv,.72727
./sub_dataset/186.csv,.72727
./sub_dataset/187.csv,.72727
./sub_dataset/188.csv,.72727
./sub_dataset/189.csv,.72727
./sub_dataset/190.csv,.72727
./sub_dataset/191.csv,.72727
./sub_dataset/192.csv,.72727
./sub_dataset/193.csv,.72727
./sub_dataset/194.csv,.72727
./sub_dataset/195.csv,.72727
./sub_dataset/196.csv,.72727
./sub_dataset/197.csv,.72727
./sub_dataset/198.csv,.72727
./sub_dataset/199.csv,.72727
