x,y,y'
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\22.csv,.38935,0.38768095
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\23.csv,.39059,0.38897964
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\24.csv,.39184,0.39027983
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\25.csv,.39309,0.39158124
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\26.csv,.39434,0.39288402
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\27.csv,.39559,0.39418787
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\28.csv,.39685,0.39549315
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\29.csv,.39810,0.39679953
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\30.csv,.39936,0.39810744
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\31.csv,.40062,0.39941663
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\32.csv,.40189,0.400727
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\33.csv,.40315,0.40203878
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\34.csv,.40442,0.40335175
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\35.csv,.40568,0.40466592
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\36.csv,.40696,0.40598166
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\37.csv,.40823,0.4072984
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\38.csv,.40950,0.40861663
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\39.csv,.41078,0.4099361
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\40.csv,.41206,0.4112566
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\41.csv,.41334,0.41257864
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\42.csv,.41462,0.41390157
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\43.csv,.41590,0.41522652
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\44.csv,.41719,0.41655242
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\45.csv,.41848,0.4178794
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\46.csv,.41977,0.41920766
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\47.csv,.42106,0.4205374
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\48.csv,.42236,0.42186832
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\49.csv,.42365,0.4232006
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\50.csv,.42495,0.42453435
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\51.csv,.42625,0.42586884
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\52.csv,.42755,0.42720523
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\53.csv,.42886,0.42854273
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\54.csv,.43016,0.42988127
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\55.csv,.43147,0.4312214
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\56.csv,.43278,0.43256247
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\57.csv,.43410,0.43390498
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\58.csv,.43541,0.4352487
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\59.csv,.43673,0.4365939
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\60.csv,.43804,0.43794033
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\61.csv,.43937,0.43928808
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\62.csv,.44069,0.44063705
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\63.csv,.44201,0.44198737
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\64.csv,.44334,0.443339
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\65.csv,.44467,0.44469136
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\66.csv,.44600,0.4460456
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\67.csv,.44733,0.4474009
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\68.csv,.44866,0.44875744
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\69.csv,.45000,0.45011544
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\70.csv,.45134,0.45147485
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\71.csv,.45268,0.4528349
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\72.csv,.45402,0.45419672
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\73.csv,.45537,0.4555598
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\74.csv,.45671,0.4569239
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\75.csv,.45806,0.45828983
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\76.csv,.45941,0.45965648
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\77.csv,.46076,0.46102464
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\78.csv,.46212,0.46239412
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\79.csv,.46347,0.46376455
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\80.csv,.46483,0.46513668
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\81.csv,.46619,0.4665099
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\82.csv,.46755,0.46788448
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\83.csv,.46892,0.4692604
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\84.csv,.47028,0.47063747
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\85.csv,.47165,0.47201574
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\86.csv,.47302,0.47339538
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\87.csv,.47440,0.47477633
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\88.csv,.47577,0.47615874
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\89.csv,.47715,0.47754192
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\90.csv,.47852,0.47892663
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\91.csv,.47990,0.480313
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\92.csv,.48129,0.48170018
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\93.csv,.48267,0.48308864
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\94.csv,.48406,0.48447847
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\95.csv,.48545,0.4858696
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\96.csv,.48684,0.48726207
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\97.csv,.48823,0.48865595
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\98.csv,.48962,0.49005097
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\99.csv,.49102,0.49144712
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\100.csv,.49242,0.4928447
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\101.csv,.49382,0.49424353
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\102.csv,.49522,0.49564344
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\103.csv,.49662,0.49704492
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\104.csv,.49803,0.49844754
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\105.csv,.49944,0.49985117
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\106.csv,.50085,0.5012563
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\107.csv,.50226,0.50266284
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\108.csv,.50367,0.5040704
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\109.csv,.50509,0.50547945
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\110.csv,.50651,0.50688976
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\111.csv,.50793,0.5083014
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\112.csv,.50935,0.5097143
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\113.csv,.51077,0.5111282
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\114.csv,.51220,0.5125436
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\115.csv,.51363,0.5139601
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\116.csv,.51506,0.5153781
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\117.csv,.51649,0.51679724
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\118.csv,.51793,0.51821774
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\119.csv,.51936,0.51963913
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\120.csv,.52080,0.5210623
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\121.csv,.52224,0.5224866
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\122.csv,.52368,0.52391213
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\123.csv,.52513,0.52533895
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\124.csv,.52657,0.5267671
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\125.csv,.52802,0.52819663
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\126.csv,.52947,0.52962726
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\127.csv,.53092,0.5310592
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\128.csv,.53238,0.53249234
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\129.csv,.53383,0.53392684
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\130.csv,.53529,0.5353625
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\131.csv,.53675,0.5367996
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\132.csv,.53821,0.5382378
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\133.csv,.53968,0.5396774
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\134.csv,.54114,0.5411181
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\135.csv,.54261,0.5425601
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\136.csv,.54408,0.54400325
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\137.csv,.54555,0.5454478
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\138.csv,.54703,0.5468938
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\139.csv,.54850,0.548341
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\140.csv,.54998,0.5497893
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\141.csv,.55146,0.5512392
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\142.csv,.55294,0.5526899
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\143.csv,.55443,0.55414224
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\144.csv,.55591,0.55559576
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\145.csv,.55740,0.55705047
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\146.csv,.55889,0.5585064
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\147.csv,.56038,0.5599637
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\148.csv,.56188,0.56142217
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\149.csv,.56337,0.5628822
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\150.csv,.56487,0.5643434
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\151.csv,.56637,0.5658056
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\152.csv,.56787,0.5672693
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\153.csv,.56938,0.56873405
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\154.csv,.57088,0.5702003
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\155.csv,.57239,0.5716679
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\156.csv,.57390,0.5731367
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\157.csv,.57541,0.57460684
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\158.csv,.57693,0.5760778
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\159.csv,.57844,0.5775502
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\160.csv,.57996,0.5790244
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\161.csv,.58148,0.58049935
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\162.csv,.58300,0.58197564
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\163.csv,.58453,0.58345294
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\164.csv,.58605,0.5849318
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\165.csv,.58758,0.58641195
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\166.csv,.58911,0.58789355
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\167.csv,.59064,0.5893761
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\168.csv,.59218,0.59085995
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\169.csv,.59371,0.59234524
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\170.csv,.59525,0.59383154
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\171.csv,.59679,0.5953192
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\172.csv,.59833,0.5968085
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\173.csv,.59988,0.59829843
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\174.csv,.60142,0.59978986
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\175.csv,.60297,0.60128236
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\176.csv,.60452,0.6027765
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\177.csv,.60607,0.604272
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\178.csv,.60763,0.6057687
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\179.csv,.60918,0.60726655
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\180.csv,.61074,0.6087655
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\181.csv,.61230,0.6102657
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\182.csv,.61386,0.61176753
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\183.csv,.61543,0.6132706
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\184.csv,.61699,0.6147746
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\185.csv,.61856,0.61627984
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\186.csv,.62013,0.61778665
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\187.csv,.62170,0.6192947
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\188.csv,.62327,0.62080413
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\189.csv,.62485,0.62231445
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\190.csv,.62643,0.6238259
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\191.csv,.62801,0.62533903
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\192.csv,.62959,0.62685317
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\193.csv,.63117,0.6283687
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\194.csv,.63276,0.6298855
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\195.csv,.63435,0.6314034
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\196.csv,.63594,0.63292265
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\197.csv,.63753,0.6344433
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\198.csv,.63912,0.635965
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\199.csv,.64072,0.63748837
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\200.csv,.64232,0.63901246
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\201.csv,.64392,0.6405381
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\202.csv,.64552,0.642065
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\203.csv,.64712,0.64359313
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\204.csv,.64873,0.6451224
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\205.csv,.65034,0.64665306
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\206.csv,.65195,0.64818496
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\207.csv,.65356,0.6497179
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\208.csv,.65517,0.6512526
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\209.csv,.65679,0.65278804
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\210.csv,.65840,0.654325
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\211.csv,.66002,0.6558635
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\212.csv,.66165,0.6574027
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\213.csv,.66327,0.6589436
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\214.csv,.66490,0.6604856
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\215.csv,.66652,0.66202873
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\216.csv,.66815,0.6635733
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\217.csv,.66978,0.6651193
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\218.csv,.67142,0.6666659
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\219.csv,.67305,0.66821426
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\220.csv,.67469,0.66976374
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\221.csv,.67633,0.67131466
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\222.csv,.67797,0.67286664
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\223.csv,.67962,0.67441994
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\224.csv,.68126,0.67597455
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\225.csv,.68291,0.6775306
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\226.csv,.68456,0.67908746
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\227.csv,.68621,0.6806457
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\228.csv,.68787,0.68220514
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\229.csv,.68952,0.6837662
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\230.csv,.69118,0.68532825
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\231.csv,.69284,0.6868917
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\232.csv,.69450,0.6884562
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\233.csv,.69616,0.690022
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\234.csv,.69783,0.69158936
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\235.csv,.69950,0.69315755
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\236.csv,.70117,0.6947272
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\237.csv,.70284,0.69629794
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\238.csv,.70451,0.6978701
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\239.csv,.70619,0.6994436
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\240.csv,.70787,0.70101815
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\241.csv,.70954,0.70259416
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\242.csv,.71123,0.70417136
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\243.csv,.71291,0.70574975
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\244.csv,.71460,0.7073294
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\245.csv,.71628,0.7089106
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\246.csv,.71797,0.7104928
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\247.csv,.71966,0.7120763
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\248.csv,.72136,0.7136607
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\249.csv,.72305,0.7152466
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\250.csv,.72475,0.71683395
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\251.csv,.72645,0.7184224
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\252.csv,.72815,0.7200121
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\253.csv,.72986,0.721603
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\254.csv,.73156,0.72319484
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\255.csv,.73327,0.7247885
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\256.csv,.73498,0.72638327
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\257.csv,.73669,0.72797924
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\258.csv,.73840,0.72957665
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\259.csv,.74012,0.7311749
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\260.csv,.74184,0.7327748
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\261.csv,.74356,0.73437595
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\262.csv,.74528,0.73597825
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\263.csv,.74700,0.7375816
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\264.csv,.74873,0.7391863
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\265.csv,.75046,0.7407922
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\266.csv,.75218,0.7423993
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\267.csv,.75392,0.7440078
D:\tmp\ai\sampleRecursion\sample2_lstm\dataset\sub_dataset\268.csv,.75565,0.7456178
